Sales Person,Geography,Product,Date,Amount,Customers,Boxes
Jan Morforth,Australia,50% Dark Bites,5/5/2021,2002.00,378,126
Gigi Bohling,India,Fruit & Nut Bars,5/5/2021,2100.00,37,175
Dennison Crosswaite,USA,Baker's Choco Chips,5/5/2021,2765.00,147,231
Oby Sorrel,India,Organic Choco Syrup,5/5/2021,9198.00,133,318
Camilla Castle,UK,Almond Choco,5/5/2021,5852.00,18,391
Van Tuxwell,India,Spicy Special Slims,5/5/2021,17892.00,181,746
Karlen McCaffrey,UK,Drinking Coco,5/5/2021,5117.00,44,223
Dotty Strutley,Australia,Almond Choco,5/5/2021,3024.00,153,144
Rafaelita Blaksland,New Zealand,Smooth Sliky Salty,5/5/2021,3479.00,274,174
Husein Augar,USA,85% Dark Bars,5/5/2021,1554.00,167,74
Van Tuxwell,USA,Almond Choco,5/5/2021,2884.00,2,145
Madelene Upcott,Australia,Smooth Sliky Salty,5/5/2021,4774.00,344,299
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,5/5/2021,3556.00,7,238
Gunar Cockshoot,India,50% Dark Bites,5/5/2021,7742.00,66,484
Wilone O'Kielt,USA,Fruit & Nut Bars,5/5/2021,917.00,32,51
Husein Augar,New Zealand,Eclairs,5/6/2021,8176.00,332,546
Brien Boise,UK,Fruit & Nut Bars,5/6/2021,14357.00,215,1026
Curtice Advani,India,Drinking Coco,5/6/2021,4669.00,55,187
Barr Faughny,USA,Manuka Honey Choco,5/6/2021,13608.00,39,504
Curtice Advani,USA,Eclairs,5/6/2021,2933.00,273,140
Kelci Walkden,USA,Almond Choco,5/6/2021,7056.00,146,471
Van Tuxwell,Australia,Almond Choco,5/6/2021,10024.00,32,627
Gunar Cockshoot,India,After Nines,5/6/2021,4438.00,212,154
Andria Kimpton,UK,50% Dark Bites,5/7/2021,14413.00,94,1602
Beverie Moffet,New Zealand,Drinking Coco,5/7/2021,4305.00,226,160
Dotty Strutley,New Zealand,50% Dark Bites,5/7/2021,1729.00,108,133
Andria Kimpton,UK,99% Dark & Pure,5/7/2021,91.00,177,5
Gigi Bohling,Canada,Fruit & Nut Bars,5/7/2021,637.00,37,49
Mallorie Waber,USA,White Choc,5/7/2021,10178.00,205,727
Karlen McCaffrey,Australia,Orange Choco,5/7/2021,1358.00,90,170
Ches Bonnell,UK,Milk Bars,5/7/2021,3423.00,92,111
Beverie Moffet,Australia,Mint Chip Choco,5/7/2021,4291.00,469,253
Gigi Bohling,Canada,Raspberry Choco,5/7/2021,4970.00,295,332
Camilla Castle,Canada,After Nines,5/7/2021,6874.00,438,265
Mallorie Waber,Australia,Drinking Coco,5/7/2021,4550.00,65,198
Beverie Moffet,New Zealand,Smooth Sliky Salty,5/7/2021,1652.00,61,92
Roddy Speechley,New Zealand,White Choc,5/7/2021,1946.00,190,163
Jehu Rudeforth,UK,Almond Choco,5/7/2021,8407.00,73,526
Barr Faughny,UK,85% Dark Bars,5/7/2021,2422.00,208,143
Camilla Castle,USA,Milk Bars,5/7/2021,4788.00,62,178
Dennison Crosswaite,Australia,Mint Chip Choco,5/7/2021,294.00,354,17
Karlen McCaffrey,UK,Eclairs,5/10/2021,5453.00,172,390
Kelci Walkden,Canada,Peanut Butter Cubes,5/10/2021,7378.00,121,352
Jan Morforth,Australia,White Choc,5/10/2021,10710.00,56,670
Kelci Walkden,Canada,Almond Choco,5/10/2021,2807.00,172,156
Camilla Castle,USA,Orange Choco,5/10/2021,9044.00,64,754
Camilla Castle,UK,Milk Bars,5/10/2021,5446.00,34,195
Mallorie Waber,Canada,Mint Chip Choco,5/10/2021,16065.00,98,1236
Husein Augar,Canada,Almond Choco,5/10/2021,3682.00,288,168
Mallorie Waber,UK,Eclairs,5/10/2021,2548.00,25,142
Andria Kimpton,New Zealand,Caramel Stuffed Bars,5/10/2021,3052.00,179,114
Dennison Crosswaite,India,Baker's Choco Chips,5/10/2021,623.00,8,52
Van Tuxwell,New Zealand,70% Dark Bites,5/10/2021,3738.00,37,468
Camilla Castle,Australia,Caramel Stuffed Bars,5/11/2021,1750.00,49,65
Mallorie Waber,Canada,Fruit & Nut Bars,5/11/2021,4053.00,57,226
Camilla Castle,Australia,Manuka Honey Choco,5/11/2021,2702.00,12,82
Ches Bonnell,UK,White Choc,5/11/2021,7987.00,85,888
Karlen McCaffrey,New Zealand,Drinking Coco,5/11/2021,1148.00,4,48
Husein Augar,USA,Milk Bars,5/12/2021,4186.00,143,140
Van Tuxwell,UK,Eclairs,5/12/2021,5229.00,26,276
Van Tuxwell,India,Manuka Honey Choco,5/12/2021,6146.00,395,212
Beverie Moffet,India,85% Dark Bars,5/12/2021,11102.00,251,505
Rafaelita Blaksland,New Zealand,Almond Choco,5/12/2021,15603.00,135,1041
Rafaelita Blaksland,New Zealand,Eclairs,5/12/2021,2758.00,177,138
Kelci Walkden,Australia,White Choc,5/12/2021,7420.00,234,619
Curtice Advani,UK,99% Dark & Pure,5/12/2021,2345.00,118,107
Curtice Advani,India,70% Dark Bites,5/12/2021,12362.00,201,1546
Gigi Bohling,Canada,Smooth Sliky Salty,5/12/2021,420.00,203,33
Gunar Cockshoot,India,Peanut Butter Cubes,5/13/2021,6440.00,458,293
Wilone O'Kielt,Australia,White Choc,5/13/2021,11613.00,32,726
Marney O'Breen,New Zealand,Peanut Butter Cubes,5/13/2021,14910.00,260,785
Kelci Walkden,Australia,Raspberry Choco,5/13/2021,455.00,180,23
Dotty Strutley,Canada,Baker's Choco Chips,5/13/2021,784.00,287,56
Beverie Moffet,Canada,White Choc,5/14/2021,2597.00,81,200
Van Tuxwell,New Zealand,After Nines,5/14/2021,4543.00,323,157
Beverie Moffet,USA,Orange Choco,5/14/2021,4452.00,42,636
Mallorie Waber,Australia,Raspberry Choco,5/14/2021,5544.00,392,370
Kelci Walkden,UK,Orange Choco,5/14/2021,5215.00,206,580
Camilla Castle,New Zealand,Fruit & Nut Bars,5/14/2021,3052.00,123,306
Husein Augar,Australia,Drinking Coco,5/14/2021,19579.00,327,676
Dotty Strutley,Canada,Peanut Butter Cubes,5/14/2021,217.00,139,10
Van Tuxwell,Australia,Orange Choco,5/14/2021,3080.00,216,237
Beverie Moffet,USA,White Choc,5/14/2021,3934.00,114,303
Marney O'Breen,UK,Organic Choco Syrup,5/14/2021,2506.00,48,97
Curtice Advani,USA,Mint Chip Choco,5/14/2021,5782.00,231,413
Barr Faughny,Australia,Orange Choco,5/14/2021,9016.00,169,752
Van Tuxwell,India,Eclairs,5/14/2021,1638.00,238,82
Brien Boise,India,Caramel Stuffed Bars,5/14/2021,5950.00,130,213
Kaine Padly,India,Orange Choco,5/14/2021,3948.00,263,439
Madelene Upcott,India,Organic Choco Syrup,5/17/2021,5278.00,44,182
Beverie Moffet,Australia,Peanut Butter Cubes,5/17/2021,5026.00,33,240
Oby Sorrel,Australia,Peanut Butter Cubes,5/17/2021,5208.00,249,248
Karlen McCaffrey,New Zealand,Smooth Sliky Salty,5/17/2021,5593.00,9,431
Madelene Upcott,India,99% Dark & Pure,5/17/2021,3689.00,150,168
Barr Faughny,USA,Raspberry Choco,5/17/2021,9170.00,64,437
Camilla Castle,Canada,Raspberry Choco,5/17/2021,3094.00,195,172
Curtice Advani,Australia,Organic Choco Syrup,5/17/2021,7777.00,77,289
Gunar Cockshoot,USA,85% Dark Bars,5/17/2021,11109.00,133,505
Van Tuxwell,New Zealand,50% Dark Bites,5/17/2021,4158.00,58,297
Dennison Crosswaite,New Zealand,Organic Choco Syrup,5/17/2021,9863.00,92,395
Jehu Rudeforth,Canada,Orange Choco,5/17/2021,3101.00,249,259
Jehu Rudeforth,USA,Smooth Sliky Salty,5/17/2021,3864.00,36,298
Gunar Cockshoot,Canada,After Nines,5/17/2021,8428.00,162,291
Brien Boise,UK,Baker's Choco Chips,5/17/2021,14574.00,248,1122
Andria Kimpton,India,Raspberry Choco,5/17/2021,7315.00,127,431
Jan Morforth,UK,Organic Choco Syrup,5/18/2021,7805.00,74,279
Camilla Castle,Canada,Fruit & Nut Bars,5/18/2021,2324.00,230,146
Husein Augar,UK,Peanut Butter Cubes,5/18/2021,2499.00,24,132
Mallorie Waber,Australia,White Choc,5/18/2021,5285.00,24,441
Curtice Advani,USA,Baker's Choco Chips,5/18/2021,1925.00,92,129
Kelci Walkden,UK,70% Dark Bites,5/18/2021,13286.00,166,886
Gigi Bohling,Canada,85% Dark Bars,5/18/2021,1659.00,89,104
Roddy Speechley,USA,Choco Coated Almonds,5/18/2021,168.00,166,11
Oby Sorrel,New Zealand,After Nines,5/18/2021,6020.00,11,215
Barr Faughny,India,Fruit & Nut Bars,5/18/2021,2219.00,150,222
Mallorie Waber,USA,Milk Bars,5/18/2021,12740.00,68,411
Barr Faughny,Canada,Organic Choco Syrup,5/18/2021,11018.00,69,441
Gunar Cockshoot,Australia,70% Dark Bites,5/18/2021,5040.00,144,336
Dennison Crosswaite,India,Almond Choco,5/19/2021,10220.00,71,445
Brien Boise,Canada,Almond Choco,5/19/2021,8995.00,238,450
Marney O'Breen,UK,Spicy Special Slims,5/19/2021,3738.00,12,187
Beverie Moffet,New Zealand,Caramel Stuffed Bars,5/19/2021,7749.00,186,259
Ches Bonnell,Australia,Organic Choco Syrup,5/19/2021,868.00,351,33
Ches Bonnell,UK,Manuka Honey Choco,5/19/2021,2338.00,183,74
Kaine Padly,Australia,Fruit & Nut Bars,5/19/2021,12754.00,151,751
Gigi Bohling,USA,After Nines,5/19/2021,15148.00,5,489
Oby Sorrel,Canada,85% Dark Bars,5/19/2021,1666.00,12,98
Ches Bonnell,Canada,Baker's Choco Chips,5/19/2021,595.00,43,55
Karlen McCaffrey,Australia,Manuka Honey Choco,5/19/2021,10486.00,175,328
Marney O'Breen,Canada,White Choc,5/19/2021,6860.00,132,490
Dotty Strutley,UK,70% Dark Bites,5/19/2021,9639.00,130,964
Curtice Advani,Canada,Organic Choco Syrup,5/19/2021,4557.00,9,176
Rafaelita Blaksland,India,Smooth Sliky Salty,5/19/2021,9786.00,251,576
Beverie Moffet,India,50% Dark Bites,5/19/2021,3948.00,137,359
Jan Morforth,UK,White Choc,5/19/2021,4893.00,253,377
Camilla Castle,New Zealand,99% Dark & Pure,5/20/2021,7441.00,74,414
Oby Sorrel,Australia,White Choc,5/20/2021,9079.00,167,535
Curtice Advani,Australia,After Nines,5/21/2021,3962.00,198,133
Dotty Strutley,India,99% Dark & Pure,5/21/2021,6111.00,57,382
Barr Faughny,USA,Drinking Coco,5/21/2021,1414.00,122,49
Dennison Crosswaite,Canada,Fruit & Nut Bars,5/21/2021,812.00,20,51
Camilla Castle,Australia,99% Dark & Pure,5/21/2021,7084.00,4,394
Van Tuxwell,Australia,Manuka Honey Choco,5/21/2021,18942.00,357,702
Curtice Advani,New Zealand,Mint Chip Choco,5/21/2021,7154.00,124,421
Van Tuxwell,India,50% Dark Bites,5/21/2021,1225.00,131,103
Kelci Walkden,New Zealand,Baker's Choco Chips,5/21/2021,8211.00,136,747
Ches Bonnell,Australia,Mint Chip Choco,5/21/2021,10465.00,185,524
Gigi Bohling,USA,Fruit & Nut Bars,5/21/2021,6181.00,334,619
Ches Bonnell,USA,50% Dark Bites,5/21/2021,2695.00,232,193
Curtice Advani,India,Orange Choco,5/21/2021,17451.00,135,2909
Andria Kimpton,UK,Eclairs,5/21/2021,6790.00,131,425
Dotty Strutley,Australia,Spicy Special Slims,5/24/2021,9226.00,541,330
Oby Sorrel,USA,White Choc,5/24/2021,9884.00,104,899
Brien Boise,UK,Smooth Sliky Salty,5/24/2021,2821.00,70,202
Gunar Cockshoot,New Zealand,Baker's Choco Chips,5/24/2021,665.00,243,84
Karlen McCaffrey,USA,70% Dark Bites,5/24/2021,8526.00,209,609
Roddy Speechley,UK,70% Dark Bites,5/24/2021,9436.00,247,787
Mallorie Waber,USA,Spicy Special Slims,5/24/2021,217.00,81,11
Kaine Padly,New Zealand,50% Dark Bites,5/24/2021,4865.00,46,487
Oby Sorrel,New Zealand,Mint Chip Choco,5/24/2021,10451.00,105,551
Curtice Advani,Canada,Milk Bars,5/24/2021,9093.00,28,304
Mallorie Waber,Australia,50% Dark Bites,5/24/2021,1638.00,282,103
Dennison Crosswaite,Canada,Milk Bars,5/24/2021,8610.00,47,278
Barr Faughny,Canada,Eclairs,5/24/2021,1351.00,58,72
Gigi Bohling,India,Almond Choco,5/24/2021,11102.00,50,505
Marney O'Breen,India,70% Dark Bites,5/24/2021,4711.00,29,429
Curtice Advani,Australia,85% Dark Bars,5/24/2021,903.00,49,43
Curtice Advani,Canada,Mint Chip Choco,5/24/2021,1295.00,112,81
Roddy Speechley,UK,After Nines,5/24/2021,14574.00,118,561
Karlen McCaffrey,India,Baker's Choco Chips,5/24/2021,3318.00,34,277
Oby Sorrel,Canada,Fruit & Nut Bars,5/24/2021,3262.00,487,297
Dennison Crosswaite,USA,Mint Chip Choco,5/24/2021,1036.00,59,55
Karlen McCaffrey,India,Raspberry Choco,5/24/2021,5285.00,213,378
Wilone O'Kielt,USA,50% Dark Bites,5/24/2021,2667.00,428,267
Roddy Speechley,USA,Peanut Butter Cubes,5/24/2021,6097.00,84,244
Gunar Cockshoot,USA,50% Dark Bites,5/24/2021,11550.00,93,770
Kelci Walkden,USA,Orange Choco,5/24/2021,1589.00,62,159
Curtice Advani,USA,White Choc,5/25/2021,4375.00,11,274
Karlen McCaffrey,Canada,Fruit & Nut Bars,5/25/2021,7966.00,123,725
Brien Boise,India,Almond Choco,5/25/2021,10829.00,86,516
Camilla Castle,USA,50% Dark Bites,5/25/2021,22652.00,46,2060
Karlen McCaffrey,New Zealand,Organic Choco Syrup,5/25/2021,5257.00,95,182
Van Tuxwell,Canada,Raspberry Choco,5/25/2021,5817.00,396,277
Karlen McCaffrey,USA,Smooth Sliky Salty,5/25/2021,987.00,427,52
Kaine Padly,India,Caramel Stuffed Bars,5/25/2021,2723.00,21,101
Brien Boise,Australia,Smooth Sliky Salty,5/25/2021,6944.00,178,366
Beverie Moffet,USA,Caramel Stuffed Bars,5/25/2021,7896.00,435,329
Andria Kimpton,UK,Peanut Butter Cubes,5/25/2021,13573.00,88,543
Marney O'Breen,USA,After Nines,5/25/2021,9856.00,12,329
Beverie Moffet,UK,Mint Chip Choco,5/25/2021,14938.00,261,879
Barr Faughny,India,Milk Bars,5/25/2021,1358.00,268,60
Andria Kimpton,India,Baker's Choco Chips,5/25/2021,3696.00,118,247
Karlen McCaffrey,India,50% Dark Bites,5/25/2021,2737.00,193,343
Roddy Speechley,UK,Manuka Honey Choco,5/25/2021,6797.00,27,252
Rafaelita Blaksland,Canada,50% Dark Bites,5/25/2021,2527.00,30,158
Jehu Rudeforth,New Zealand,Spicy Special Slims,5/25/2021,392.00,43,20
Dennison Crosswaite,Canada,Organic Choco Syrup,5/25/2021,126.00,242,6
Karlen McCaffrey,Canada,Mint Chip Choco,5/25/2021,11522.00,235,721
Beverie Moffet,Canada,Smooth Sliky Salty,5/26/2021,8498.00,182,532
Madelene Upcott,Canada,Peanut Butter Cubes,5/26/2021,1113.00,33,53
Kelci Walkden,India,Spicy Special Slims,5/26/2021,5614.00,223,216
Madelene Upcott,India,Caramel Stuffed Bars,5/26/2021,4410.00,156,153
Kaine Padly,USA,Organic Choco Syrup,5/26/2021,9163.00,151,340
Oby Sorrel,USA,Manuka Honey Choco,5/27/2021,2590.00,202,84
Camilla Castle,USA,85% Dark Bars,5/27/2021,3745.00,127,198
Brien Boise,Australia,Organic Choco Syrup,5/27/2021,8337.00,14,288
Roddy Speechley,Australia,Orange Choco,5/27/2021,4522.00,42,566
Dennison Crosswaite,UK,Drinking Coco,5/27/2021,2625.00,580,120
Gigi Bohling,Canada,Manuka Honey Choco,5/28/2021,441.00,171,16
Van Tuxwell,Australia,Caramel Stuffed Bars,5/28/2021,3311.00,92,128
Roddy Speechley,Canada,Organic Choco Syrup,5/28/2021,6650.00,22,266
Camilla Castle,India,Baker's Choco Chips,5/28/2021,3871.00,503,352
Rafaelita Blaksland,USA,Baker's Choco Chips,5/28/2021,637.00,61,49
Kaine Padly,India,Mint Chip Choco,5/28/2021,10696.00,47,823
Camilla Castle,New Zealand,Organic Choco Syrup,5/28/2021,8701.00,12,349
Rafaelita Blaksland,India,Eclairs,5/28/2021,2590.00,120,162
Ches Bonnell,Australia,After Nines,5/28/2021,10850.00,226,402
Ches Bonnell,Canada,Choco Coated Almonds,5/28/2021,2870.00,290,152
Karlen McCaffrey,New Zealand,Peanut Butter Cubes,5/28/2021,13650.00,256,719
Rafaelita Blaksland,New Zealand,After Nines,5/28/2021,12425.00,230,429
Kelci Walkden,India,Milk Bars,5/31/2021,2114.00,80,89
Gigi Bohling,USA,Organic Choco Syrup,5/31/2021,3290.00,16,118
Jan Morforth,USA,Mint Chip Choco,5/31/2021,1463.00,51,77
Wilone O'Kielt,Australia,Spicy Special Slims,5/31/2021,9436.00,64,350
Marney O'Breen,UK,Manuka Honey Choco,5/31/2021,8162.00,69,327
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,5/31/2021,9310.00,351,333
Brien Boise,USA,Raspberry Choco,5/31/2021,8155.00,17,389
Rafaelita Blaksland,Australia,Almond Choco,5/31/2021,7588.00,68,330
Curtice Advani,Canada,Eclairs,5/31/2021,4879.00,50,244
Van Tuxwell,Australia,Raspberry Choco,5/31/2021,602.00,118,28
Jehu Rudeforth,USA,50% Dark Bites,5/31/2021,2037.00,61,136
Kelci Walkden,UK,Milk Bars,5/31/2021,15400.00,387,497
Rafaelita Blaksland,New Zealand,85% Dark Bars,5/31/2021,2961.00,12,175
Barr Faughny,UK,Organic Choco Syrup,5/31/2021,1225.00,29,41
Barr Faughny,Canada,Mint Chip Choco,5/31/2021,6930.00,254,330
Husein Augar,Canada,After Nines,5/31/2021,12684.00,297,453
Jan Morforth,India,Drinking Coco,5/31/2021,8512.00,549,294
Roddy Speechley,New Zealand,Fruit & Nut Bars,5/31/2021,9646.00,178,877
Husein Augar,New Zealand,70% Dark Bites,5/31/2021,5586.00,76,430
Madelene Upcott,Australia,Almond Choco,5/31/2021,3528.00,267,221
Dennison Crosswaite,New Zealand,White Choc,5/31/2021,3143.00,109,225
Brien Boise,New Zealand,Caramel Stuffed Bars,6/1/2021,9135.00,194,398
Gunar Cockshoot,UK,Baker's Choco Chips,6/1/2021,1218.00,315,153
Gunar Cockshoot,UK,Manuka Honey Choco,6/1/2021,4760.00,138,145
Jan Morforth,New Zealand,Almond Choco,6/1/2021,8582.00,290,477
Beverie Moffet,India,Orange Choco,6/1/2021,2401.00,109,185
Kaine Padly,Canada,Almond Choco,6/1/2021,11886.00,415,566
Gigi Bohling,UK,Raspberry Choco,6/1/2021,8582.00,45,391
Barr Faughny,India,Raspberry Choco,6/1/2021,6825.00,4,402
Curtice Advani,UK,Spicy Special Slims,6/1/2021,3661.00,13,167
Van Tuxwell,Canada,Milk Bars,6/1/2021,10248.00,65,380
Rafaelita Blaksland,USA,Caramel Stuffed Bars,6/1/2021,9996.00,441,385
Ches Bonnell,Australia,Choco Coated Almonds,6/2/2021,13545.00,293,903
Curtice Advani,New Zealand,50% Dark Bites,6/2/2021,1386.00,347,99
Gigi Bohling,Canada,Almond Choco,6/2/2021,5481.00,142,289
Husein Augar,India,Baker's Choco Chips,6/2/2021,10031.00,5,912
Barr Faughny,UK,Baker's Choco Chips,6/2/2021,3493.00,3,437
Husein Augar,Australia,Orange Choco,6/2/2021,4081.00,717,511
Roddy Speechley,Australia,Drinking Coco,6/2/2021,511.00,88,18
Gunar Cockshoot,USA,Peanut Butter Cubes,6/2/2021,6909.00,382,315
Rafaelita Blaksland,Australia,Organic Choco Syrup,6/2/2021,9814.00,138,317
Camilla Castle,USA,Smooth Sliky Salty,6/2/2021,6454.00,47,497
Roddy Speechley,USA,Fruit & Nut Bars,6/2/2021,10668.00,49,889
Mallorie Waber,Canada,70% Dark Bites,6/2/2021,14868.00,291,1062
Jan Morforth,India,After Nines,6/2/2021,3878.00,50,144
Gunar Cockshoot,New Zealand,Choco Coated Almonds,6/3/2021,8505.00,74,387
Wilone O'Kielt,UK,Choco Coated Almonds,6/3/2021,126.00,83,9
Gigi Bohling,Australia,Fruit & Nut Bars,6/3/2021,10570.00,82,814
Madelene Upcott,UK,Choco Coated Almonds,6/3/2021,1225.00,159,59
Karlen McCaffrey,New Zealand,99% Dark & Pure,6/3/2021,3199.00,89,160
Wilone O'Kielt,USA,Baker's Choco Chips,6/3/2021,441.00,9,37
Jehu Rudeforth,India,Organic Choco Syrup,6/3/2021,9009.00,83,392
Van Tuxwell,New Zealand,Manuka Honey Choco,6/3/2021,7595.00,349,238
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,6/3/2021,378.00,182,30
Ches Bonnell,New Zealand,After Nines,6/3/2021,1344.00,110,56
Jehu Rudeforth,Canada,Milk Bars,6/3/2021,5264.00,594,211
Ches Bonnell,New Zealand,Fruit & Nut Bars,6/3/2021,6748.00,57,450
Oby Sorrel,India,85% Dark Bars,6/3/2021,2128.00,248,97
Oby Sorrel,New Zealand,Choco Coated Almonds,6/3/2021,7987.00,140,470
Gunar Cockshoot,Australia,Peanut Butter Cubes,6/3/2021,13601.00,78,567
Kaine Padly,Australia,Almond Choco,6/3/2021,7154.00,162,398
Dotty Strutley,Canada,After Nines,6/3/2021,2583.00,353,93
Rafaelita Blaksland,Australia,Orange Choco,6/3/2021,532.00,324,67
Rafaelita Blaksland,Canada,70% Dark Bites,6/4/2021,2548.00,170,182
Dennison Crosswaite,USA,Organic Choco Syrup,6/4/2021,1092.00,394,36
Gunar Cockshoot,USA,70% Dark Bites,6/4/2021,4011.00,351,287
Gigi Bohling,India,Choco Coated Almonds,6/4/2021,3766.00,2,180
Jehu Rudeforth,UK,Fruit & Nut Bars,6/4/2021,6405.00,6,458
Roddy Speechley,India,Mint Chip Choco,6/4/2021,4487.00,201,321
Brien Boise,New Zealand,Milk Bars,6/4/2021,5439.00,244,227
Curtice Advani,Canada,Caramel Stuffed Bars,6/4/2021,8603.00,47,297
Beverie Moffet,Canada,Manuka Honey Choco,6/4/2021,6454.00,25,259
Andria Kimpton,India,After Nines,6/7/2021,14966.00,79,483
Kelci Walkden,UK,Peanut Butter Cubes,6/7/2021,2044.00,188,86
Madelene Upcott,UK,Manuka Honey Choco,6/7/2021,11186.00,2,350
Camilla Castle,India,70% Dark Bites,6/7/2021,3906.00,347,489
Camilla Castle,USA,Baker's Choco Chips,6/7/2021,5705.00,58,519
Oby Sorrel,Canada,Mint Chip Choco,6/7/2021,2674.00,333,149
Kaine Padly,USA,Almond Choco,6/7/2021,4221.00,2,184
Barr Faughny,India,Eclairs,6/8/2021,8988.00,112,450
Kaine Padly,USA,Caramel Stuffed Bars,6/8/2021,5355.00,114,185
Dennison Crosswaite,Australia,After Nines,6/8/2021,2569.00,401,86
Beverie Moffet,UK,Milk Bars,6/8/2021,1897.00,118,64
Marney O'Breen,New Zealand,Mint Chip Choco,6/8/2021,1666.00,195,112
Madelene Upcott,New Zealand,70% Dark Bites,6/8/2021,14182.00,56,1773
Wilone O'Kielt,USA,Mint Chip Choco,6/8/2021,14798.00,260,740
Madelene Upcott,Australia,Manuka Honey Choco,6/9/2021,819.00,277,28
Andria Kimpton,New Zealand,Raspberry Choco,6/9/2021,7252.00,5,363
Jehu Rudeforth,India,Eclairs,6/9/2021,3332.00,13,159
Gunar Cockshoot,Canada,99% Dark & Pure,6/9/2021,7525.00,60,397
Rafaelita Blaksland,USA,Drinking Coco,6/9/2021,4893.00,218,164
Karlen McCaffrey,USA,Peanut Butter Cubes,6/9/2021,3444.00,116,133
Jan Morforth,India,Milk Bars,6/9/2021,2156.00,34,87
Gigi Bohling,Australia,70% Dark Bites,6/9/2021,1596.00,176,200
Andria Kimpton,Australia,Mint Chip Choco,6/10/2021,8834.00,149,631
Roddy Speechley,India,Fruit & Nut Bars,6/10/2021,3948.00,172,329
Husein Augar,New Zealand,Baker's Choco Chips,6/10/2021,3605.00,172,241
Van Tuxwell,India,Mint Chip Choco,6/11/2021,1876.00,193,118
Beverie Moffet,UK,After Nines,6/11/2021,1302.00,19,45
Madelene Upcott,New Zealand,After Nines,6/11/2021,616.00,3,21
Jan Morforth,Australia,Caramel Stuffed Bars,6/11/2021,4935.00,141,183
Madelene Upcott,Canada,85% Dark Bars,6/11/2021,5887.00,51,310
Gigi Bohling,India,70% Dark Bites,6/11/2021,1785.00,181,149
Marney O'Breen,UK,Eclairs,6/11/2021,4816.00,153,322
Rafaelita Blaksland,UK,Mint Chip Choco,6/11/2021,504.00,266,24
Madelene Upcott,Australia,Organic Choco Syrup,6/11/2021,973.00,258,39
Madelene Upcott,New Zealand,Caramel Stuffed Bars,6/11/2021,8330.00,320,379
Kaine Padly,Canada,Milk Bars,6/11/2021,5502.00,18,240
Wilone O'Kielt,Australia,Caramel Stuffed Bars,6/14/2021,6202.00,75,222
Beverie Moffet,India,Manuka Honey Choco,6/14/2021,6118.00,129,236
Brien Boise,USA,Eclairs,6/14/2021,1771.00,255,111
Jehu Rudeforth,Australia,Baker's Choco Chips,6/14/2021,4494.00,297,300
Wilone O'Kielt,Canada,Choco Coated Almonds,6/14/2021,1057.00,226,76
Ches Bonnell,Canada,White Choc,6/14/2021,13286.00,55,1477
Kelci Walkden,Australia,Milk Bars,6/14/2021,4760.00,249,154
Jehu Rudeforth,UK,50% Dark Bites,6/14/2021,3010.00,372,377
Kelci Walkden,USA,Milk Bars,6/14/2021,7448.00,183,266
Ches Bonnell,USA,Manuka Honey Choco,6/14/2021,1617.00,57,49
Beverie Moffet,Canada,Drinking Coco,6/14/2021,840.00,2,35
Ches Bonnell,USA,Almond Choco,6/14/2021,7042.00,294,441
Barr Faughny,Australia,99% Dark & Pure,6/15/2021,9247.00,527,487
Gunar Cockshoot,Canada,Milk Bars,6/15/2021,1799.00,76,60
Husein Augar,New Zealand,Fruit & Nut Bars,6/15/2021,644.00,135,38
Husein Augar,New Zealand,50% Dark Bites,6/16/2021,11172.00,109,1397
Husein Augar,Canada,70% Dark Bites,6/16/2021,9191.00,240,766
Roddy Speechley,Canada,Choco Coated Almonds,6/16/2021,14889.00,132,828
Marney O'Breen,Australia,Manuka Honey Choco,6/16/2021,5670.00,57,189
Roddy Speechley,Canada,Orange Choco,6/16/2021,693.00,3,58
Van Tuxwell,Canada,Caramel Stuffed Bars,6/16/2021,12642.00,19,575
Madelene Upcott,USA,Drinking Coco,6/16/2021,8414.00,257,312
Dotty Strutley,Canada,Orange Choco,6/16/2021,15162.00,2,1896
Andria Kimpton,USA,White Choc,6/16/2021,9135.00,35,762
